Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
7.391,1011.421,-1.225,-0.99,2.87,0.99,49.287,0.002,49.287,0.002,2.595,0.014,28.61,-80.6,0.998,66.081,-4.176e-8,0.046,-5.247e-6,615.419,47.7,1.991,0.024,34.296,26.546,2.584,0.008,2.094e5,0,0.002,0.808,0.112,0.414,0.274,0.12,4.748,-5.829,1.403e-4,0,0,0,0,4.679,1.274e-5,3,7.069,58.348,0.01,6.429,55.393,977.094,1112.777,0.05,0.184
7.441,1011.32,-2.817,-0.989,3.814,0.989,49.417,0.002,49.417,0.002,2.571,0.016,28.61,-80.6,0.998,74.859,-4.209e-8,0.045,-5.248e-6,615.419,47.7,1.991,0.024,34.619,26.546,2.691,0.008,2.175e5,0,7.105e-4,0.805,0.032,0.411,0.274,0.12,4.938,-6.112,-4.386e-4,0,0,0,0,4.163,1.618e-5,3,7.069,57.528,0.011,6.457,55.393,977.097,1112.778,0.05,0.185
7.491,1011.14,-4.406,-0.986,5.088,0.987,49.544,0.002,49.544,0.002,2.544,0.018,28.61,-80.6,0.998,82.472,-4.2e-8,0.044,-5.283e-6,615.419,47.7,1.991,0.024,34.903,26.546,2.786,0.009,2.333e5,0,1.089e-4,0.798,0.004,0.404,0.274,0.12,5.101,-5.859,-2.083e-4,0,0,0,0,3.453,2.099e-5,3,7.069,56.727,0.011,6.592,55.394,977.104,1112.779,0.05,0.186
7.541,1010.88,-5.99,-0.983,6.496,0.984,49.671,0.002,49.671,0.002,2.512,0.022,28.61,-80.6,0.998,88.708,-4.217e-8,0.043,-5.413e-6,615.419,47.7,1.991,0.024,35.125,26.546,2.86,0.01,2.546e5,0,6.931e-7,0.79,2.245e-5,0.396,0.274,0.12,5.251,-5.379,1.654e-4,0,0,0,0,2.75,2.642e-5,3,7.069,55.945,0.011,6.797,55.395,977.113,1112.78,0.05,0.186
7.591,1010.541,-7.57,-0.98,7.964,0.981,49.796,0.002,49.796,0.002,2.473,0.026,28.61,-80.6,0.998,94.693,-4.204e-8,0.042,-5.318e-6,615.419,47.7,1.991,0.024,35.368,26.546,2.941,0.011,2.737e5,0,-3.676e-5,0.783,-0.001,0.389,0.274,0.12,5.358,-4.916,-4.694e-4,0,0,0,0,2.244,3.215e-5,3,7.069,55.185,0.011,6.707,55.396,977.125,1112.781,0.05,0.187
7.641,1010.123,-9.144,-0.976,9.461,0.977,49.918,0.002,49.918,0.002,2.428,0.031,28.61,-80.6,0.998,99.719,-4.27e-8,0.04,-5.106e-6,615.419,47.7,1.991,0.024,35.562,26.546,3.005,0.012,2.96e5,0,-3.581e-4,0.777,-0.009,0.383,0.274,0.12,5.463,-4.412,4.193e-4,0,0,0,0,1.8,3.802e-5,3,7.069,54.447,0.011,6.63,55.398,977.14,1112.783,0.05,0.187
7.691,1009.627,-10.711,-0.971,10.971,0.972,50.038,0.002,50.038,0.002,2.374,0.037,28.61,-80.6,0.998,103.757,-4.149e-8,0.039,-4.99e-6,615.419,47.7,1.991,0.024,35.694,26.546,3.049,0.013,3.215e5,0,-0.001,0.77,-0.023,0.376,0.274,0.12,5.58,-3.944,3.844e-4,0,0,0,0,1.425,4.396e-5,3,7.069,53.734,0.011,6.606,55.4,977.158,1112.785,0.05,0.188
7.741,1009.052,-12.269,-0.965,12.484,0.966,50.155,0.002,50.155,0.003,2.309,0.043,28.61,-80.6,0.998,107.171,-4.218e-8,0.038,-4.795e-6,615.419,47.7,1.991,0.024,35.789,26.546,3.081,0.014,3.482e5,0,-0.002,0.763,-0.043,0.369,0.274,0.12,5.704,-3.538,-1.319e-4,0,0,0,0,1.126,4.994e-5,3,7.069,53.045,0.011,6.563,55.402,977.178,1112.787,0.05,0.188
7.791,1008.4,-13.816,-0.958,13.995,0.959,50.269,0.002,50.269,0.003,2.233,0.052,28.61,-80.6,0.998,109.67,-4.446e-8,0.036,-5.005e-6,615.419,47.7,1.991,0.024,35.814,26.546,3.089,0.015,3.777e5,0,-0.004,0.756,-0.061,0.362,0.274,0.12,5.862,-3.239,2.131e-4,0,0,0,0,0.881,5.591e-5,3,7.069,52.384,0.012,6.641,55.404,977.202,1112.789,0.05,0.189
7.841,1007.671,-15.349,-0.948,15.498,0.95,50.378,0.002,50.378,0.003,2.142,0.062,28.61,-80.6,0.998,111.671,-4.236e-8,0.034,-4.712e-6,615.419,47.7,1.991,0.024,35.8,26.546,3.085,0.016,4.08e5,0,-0.006,0.75,-0.079,0.356,0.274,0.12,6.041,-3.025,-3.18e-4,0,0,0,0,0.687,6.185e-5,3,7.069,51.751,0.012,6.748,55.406,977.228,1112.792,0.05,0.19
7.891,1006.865,-16.866,-0.938,16.989,0.941,50.483,0.003,50.483,0.003,2.034,0.073,28.61,-80.6,0.998,113.267,-4.235e-8,0.032,-4.862e-6,615.419,47.7,1.991,0.024,35.755,26.546,3.07,0.017,4.389e5,0,-0.009,0.745,-0.095,0.351,0.274,0.12,6.242,-2.889,-4.04e-4,0,0,0,0,0.532,6.775e-5,3,7.069,51.149,0.012,6.89,55.409,977.257,1112.795,0.05,0.197
7.941,1005.984,-18.365,-0.925,18.464,0.929,50.581,0.003,50.581,0.003,1.906,0.087,28.61,-80.6,0.998,114.202,-4.241e-8,0.03,-4.878e-6,615.419,47.7,1.991,0.024,35.646,26.546,3.033,0.018,4.715e5,0,-0.011,0.739,-0.105,0.345,0.274,0.12,6.493,-2.871,-4.156e-5,0,0,0,0,0.405,7.36e-5,3,7.069,50.583,0.012,7.203,55.412,977.288,1112.799,0.05,0.198
7.991,1005.029,-19.842,-0.911,19.919,0.917,50.673,0.003,50.673,0.003,1.755,0.1,28.61,-80.6,0.998,115.605,-3.96e-8,0.028,-4.509e-6,615.419,47.7,1.991,0.024,35.592,26.546,3.016,0.02,5.013e5,0,-0.015,0.735,-0.122,0.341,0.274,0.12,6.701,-2.799,1.744e-4,0,0,0,0,0.306,7.936e-5,3,7.069,50.055,0.012,7.266,55.416,977.322,1112.803,0.05,0.199
8.041,1004,-21.297,-0.899,21.356,0.906,50.757,0.003,50.757,0.003,1.585,0.112,28.61,-80.6,0.998,117.814,-4.38e-8,0.026,-4.679e-6,615.419,47.7,1.991,0.024,35.638,26.546,3.031,0.021,5.275e5,0,-0.02,0.731,-0.15,0.337,0.274,0.12,6.822,-2.595,-2.688e-4,0,0,0,0,0.23,8.506e-5,3,7.069,49.571,0.012,6.915,55.42,977.359,1112.807,0.05,0.2
8.091,1002.9,-22.731,-0.883,22.774,0.892,50.831,0.003,50.831,0.003,1.393,0.127,28.61,-80.6,0.998,119.227,-4.206e-8,0.023,-4.732e-6,615.419,47.7,1.991,0.024,35.602,26.546,3.019,0.022,5.561e5,0,-0.025,0.727,-0.17,0.333,0.274,0.12,7.009,-2.527,-4.791e-5,0,0,0,0,0.168,9.068e-5,3,7.069,49.132,0.012,6.837,55.423,977.398,1112.811,0.05,0.201
8.141,1001.728,-24.138,-0.866,24.167,0.878,50.896,0.003,50.896,0.003,1.176,0.143,28.61,-80.6,0.998,120.32,-4.263e-8,0.02,-4.337e-6,615.419,47.7,1.991,0.024,35.537,26.546,2.997,0.023,5.853e5,0,-0.03,0.724,-0.186,0.33,0.274,0.12,7.222,-2.519,1.868e-4,0,0,0,0,0.116,9.621e-5,3,7.069,48.741,0.012,6.863,55.428,977.44,1112.816,0.05,0.202
8.191,1000.486,-25.517,-0.848,25.534,0.863,50.948,0.003,50.948,0.003,0.932,0.16,28.61,-80.6,0.998,121.578,-4.214e-8,0.017,-4.165e-6,615.419,47.7,1.991,0.024,35.499,26.546,2.984,0.024,6.132e5,0,-0.037,0.721,-0.205,0.327,0.274,0.12,7.409,-2.478,5.234e-5,0,0,0,0,0.076,1.016e-4,3,7.069,48.404,0.013,6.784,55.432,977.485,1112.821,0.05,0.203
8.241,999.177,-26.867,-0.83,26.875,0.849,50.988,0.003,50.988,0.003,0.661,0.177,28.61,-80.6,0.998,123.115,-4.294e-8,0.014,-4.171e-6,615.419,47.7,1.991,0.024,35.503,26.546,2.986,0.025,6.399e5,0,-0.045,0.718,-0.23,0.324,0.274,0.12,7.548,-2.372,-4.127e-4,0,0,0,0,0.046,1.07e-4,3,7.069,48.124,0.013,6.542,55.437,977.531,1112.826,0.05,0.203
8.291,997.8,-28.186,-0.81,28.188,0.833,51.014,0.003,51.014,0.003,0.362,0.196,28.61,-80.6,0.998,124.175,-4.06e-8,0.01,-3.452e-6,615.419,47.7,1.991,0.024,35.457,26.546,2.97,0.026,6.675e5,0,-0.053,0.715,-0.248,0.321,0.274,0.12,7.736,-2.364,4.324e-4,0,0,0,0,0.024,1.122e-4,3,7.069,47.905,0.013,6.525,55.442,977.581,1112.831,0.05,0.204
8.341,996.359,-29.471,-0.788,29.471,0.817,51.024,0.003,51.024,0.004,0.03,0.217,28.61,-80.6,0.998,125.055,-4.286e-8,0.007,-4.284e-6,615.419,47.7,1.991,0.024,35.395,26.546,2.95,0.027,6.95e5,0,-0.06,0.712,-0.262,0.318,0.274,0.12,7.939,-2.393,4.012e-4,0,0,0,0,0.009,1.173e-4,3,7.069,47.751,0.013,6.61,55.447,977.632,1112.837,0.05,0.204
8.391,994.854,-30.721,-0.767,30.723,0.802,51.016,0.003,51.016,0.004,0.336,0.237,28.61,-80.6,0.998,126.305,-4.214e-8,0.003,-4.092e-6,615.419,47.7,1.991,0.024,35.389,26.546,2.948,0.028,7.209e5,0,-0.07,0.71,-0.285,0.316,0.274,0.12,8.076,-2.329,5.457e-5,0,0,0,0,0.001,1.223e-4,3,7.069,47.669,0.013,6.51,55.452,977.686,1112.843,0.05,0.205
8.441,993.287,-31.938,-0.747,31.947,0.79,50.99,0.003,50.99,0.004,0.732,0.255,28.61,-80.6,0.998,127.827,-4.246e-8,-0.002,-3.527e-6,615.419,47.7,1.991,0.024,35.429,26.546,2.961,0.029,7.458e5,0,-0.083,0.708,-0.313,0.314,0.274,0.12,8.156,-2.183,1.405e-4,0,0,0,0,-4.792e-4,1.271e-4,3,7.069,47.661,0.013,6.268,55.458,977.742,1112.849,0.05,0.205
8.491,991.66,-33.125,-0.728,33.145,0.778,50.943,0.003,50.943,0.004,1.157,0.273,28.61,-80.6,0.998,129.395,-4.132e-8,-0.006,-4.382e-6,615.419,47.7,1.991,0.024,35.485,26.546,2.98,0.03,7.703e5,0,-0.097,0.706,-0.343,0.312,0.274,0.12,8.208,-2,1.48e-5,0,0,0,0,-0.006,1.319e-4,3,7.069,47.728,0.013,6.008,55.464,977.8,1112.855,0.05,0.206
8.541,989.975,-34.277,-0.704,34.315,0.765,50.874,0.003,50.874,0.004,1.616,0.299,28.61,-80.6,0.998,130.116,-4.333e-8,-0.01,-3.802e-6,615.419,47.7,1.991,0.024,35.434,26.546,2.963,0.031,7.96e5,0,-0.108,0.704,-0.357,0.31,0.274,0.12,8.382,-2.022,4.046e-4,0,0,0,0,-0.015,1.366e-4,3,7.069,47.87,0.013,6.283,55.47,977.86,1112.862,0.05,0.207
8.591,988.233,-35.396,-0.688,35.459,0.756,50.781,0.003,50.781,0.004,2.111,0.314,28.61,-80.6,0.998,131.994,-4.36e-8,-0.014,-3.116e-6,615.419,47.7,1.991,0.024,35.554,26.546,3.003,0.032,8.191e5,0,-0.126,0.702,-0.395,0.308,0.274,0.12,8.339,-1.7,1.278e-4,0,0,0,0,-0.03,1.412e-4,3,7.069,48.089,0.013,5.89,55.476,977.923,1112.869,0.05,0.207
8.641,986.436,-36.488,-0.67,36.583,0.748,50.662,0.003,50.662,0.004,2.631,0.333,28.61,-80.6,0.998,133.492,-4.288e-8,-0.018,-3.487e-6,615.419,47.7,1.991,0.024,35.631,26.546,3.029,0.033,8.427e5,0,-0.144,0.7,-0.426,0.306,0.274,0.12,8.341,-1.46,-3.675e-4,0,0,0,0,-0.044,1.457e-4,3,7.069,48.38,0.014,5.751,55.482,977.987,1112.876,0.05,0.208
8.691,984.585,-37.551,-0.651,37.686,0.742,50.517,0.003,50.517,0.004,3.185,0.356,28.61,-80.6,0.998,134.61,-4.069e-8,-0.021,-3.385e-6,615.419,47.7,1.991,0.024,35.664,26.546,3.039,0.034,8.664e5,0,-0.161,0.699,-0.449,0.304,0.274,0.12,8.391,-1.311,4.694e-4,0,0,0,0,-0.06,1.501e-4,3,7.069,48.735,0.014,5.893,55.489,978.053,1112.883,0.05,0.208
8.741,982.681,-38.582,-0.632,38.767,0.737,50.343,0.003,50.343,0.004,3.776,0.378,28.61,-80.6,0.998,135.728,-3.952e-8,-0.025,-3.636e-6,615.419,47.7,1.991,0.024,35.705,26.546,3.053,0.035,8.895e5,0,-0.178,0.697,-0.472,0.303,0.274,0.12,8.424,-1.144,6.045e-5,0,0,0,0,-0.075,1.545e-4,3,7.069,49.151,0.014,6.084,55.496,978.121,1112.891,0.05,0.209
8.791,980.727,-39.587,-0.617,39.83,0.734,50.139,0.003,50.139,0.004,4.401,0.398,28.61,-80.6,0.998,137.075,-4.279e-8,-0.028,-4.244e-6,615.419,47.7,1.991,0.024,35.791,26.546,3.082,0.036,9.12e5,0,-0.198,0.696,-0.501,0.302,0.274,0.12,8.392,-0.888,3.764e-4,0,0,0,0,-0.089,1.588e-4,3,7.069,49.623,0.014,6.162,55.503,978.191,1112.898,0.05,0.209
8.841,978.723,-40.566,-0.602,40.88,0.733,49.902,0.003,49.902,0.004,5.058,0.418,28.61,-80.6,0.998,138.316,-4.564e-8,-0.03,-2.841e-6,615.419,47.7,1.991,0.024,35.87,26.546,3.108,0.036,9.341e5,0,-0.22,0.696,-0.528,0.302,0.274,0.12,8.361,-0.65,3.879e-4,0,0,0,0,-0.099,1.631e-4,3,7.069,50.14,0.014,6.349,55.51,978.263,1112.906,0.05,0.21
8.891,976.671,-41.525,-0.59,41.92,0.733,49.632,0.003,49.632,0.004,5.744,0.434,28.61,-80.6,0.998,139.837,-4.046e-8,-0.031,-3.059e-6,615.419,47.7,1.991,0.024,36.002,26.546,3.152,0.037,9.559e5,0,-0.244,0.696,-0.562,0.302,0.274,0.12,8.252,-0.304,4.024e-4,0,0,0,0,-0.104,1.673e-4,3,7.069,50.692,0.014,6.363,55.517,978.336,1112.914,0.05,0.21
8.941,974.571,-42.465,-0.578,42.953,0.734,49.328,0.003,49.328,0.004,6.457,0.452,28.61,-80.6,0.998,141.134,-4.237e-8,-0.032,-2.844e-6,615.419,47.7,1.991,0.024,36.109,26.546,3.188,0.038,9.775e5,0,-0.269,0.696,-0.59,0.302,0.274,0.12,8.171,-0.021,-3.502e-4,0,0,0,0,-0.103,1.715e-4,3,7.069,51.261,0.014,6.55,55.525,978.411,1112.923,0.05,0.21
8.991,972.425,-43.387,-0.569,43.98,0.736,48.986,0.003,48.986,0.004,7.197,0.467,28.61,-80.6,0.998,142.585,-3.896e-8,-0.031,-4.219e-6,615.419,47.7,1.991,0.024,36.25,26.546,3.235,0.039,9.988e5,0,-0.295,0.696,-0.622,0.302,0.274,0.12,8.037,0.329,-2.682e-4,0,0,0,0,-0.096,1.757e-4,3,7.069,51.831,0.014,6.625,55.532,978.488,1112.931,0.05,0.211
9.041,970.233,-44.292,-0.555,45.002,0.74,48.607,0.003,48.607,0.004,7.965,0.489,28.61,-80.6,0.998,143.459,-4.284e-8,-0.03,-1.889e-6,615.419,47.7,1.991,0.024,36.304,26.546,3.253,0.04,1.02e6,0,-0.317,0.696,-0.641,0.302,0.274,0.12,8.017,0.488,-2.041e-4,0,0,0,0,-0.083,1.799e-4,3,7.069,52.382,0.014,7.13,55.54,978.566,1112.94,0.05,0.212
9.091,967.996,-45.178,-0.547,46.02,0.742,48.189,0.003,48.189,0.004,8.763,0.502,28.61,-80.6,0.998,144.794,-4.472e-8,-0.028,-2.054e-6,615.419,47.7,1.991,0.024,36.443,26.546,3.299,0.041,1.041e6,0,-0.345,0.696,-0.669,0.302,0.274,0.12,7.876,0.822,-4.501e-4,0,0,0,0,-0.068,1.841e-4,3,7.069,52.899,0.014,7.267,55.548,978.646,1112.949,0.05,0.212
9.141,965.715,-46.053,-0.54,47.038,0.744,47.731,0.003,47.731,0.004,9.578,0.511,28.61,-80.6,0.998,146.252,-3.465e-8,-0.024,-2.557e-6,615.419,47.7,1.991,0.024,36.612,26.546,3.355,0.041,1.062e6,0,-0.375,0.696,-0.699,0.302,0.274,0.12,7.691,1.212,4.775e-4,0,0,0,0,-0.048,1.883e-4,3,7.069,53.361,0.015,7.25,55.556,978.728,1112.958,0.05,0.213
9.191,963.391,-46.917,-0.534,48.057,0.745,47.231,0.003,47.231,0.004,10.407,0.52,28.61,-80.6,0.998,147.662,-3.517e-8,-0.018,-3.52e-6,615.419,47.7,1.991,0.024,36.78,26.546,3.412,0.042,1.083e6,0,-0.406,0.696,-0.727,0.302,0.274,0.12,7.504,1.598,-1.291e-4,0,0,0,0,-0.027,1.926e-4,3,7.069,53.738,0.015,7.187,55.564,978.811,1112.967,0.05,0.213
9.241,961.023,-47.769,-0.525,49.076,0.745,46.69,0.003,46.69,0.004,11.249,0.528,28.61,-80.6,0.998,148.944,-3.793e-8,-0.011,-3.441e-6,615.419,47.7,1.991,0.024,36.933,26.546,3.462,0.043,1.104e6,0,-0.436,0.696,-0.751,0.302,0.274,0.12,7.335,1.953,-4.589e-4,0,0,0,0,-0.009,1.968e-4,3,7.069,53.999,0.015,7.114,55.573,978.895,1112.976,0.05,0.214
9.291,958.614,-48.608,-0.516,50.092,0.743,46.106,0.003,46.106,0.004,12.104,0.534,28.61,-80.6,0.998,150.2,-4.169e-8,-0.002,-2.896e-6,615.419,47.7,1.991,0.024,37.087,26.546,3.514,0.044,1.126e6,0,-0.467,0.696,-0.774,0.302,0.274,0.12,7.162,2.318,3.22e-4,0,0,0,0,-1.928e-4,2.011e-4,3,7.069,54.112,0.015,6.917,55.581,978.982,1112.986,0.05,0.214
9.341,956.163,-49.432,-0.509,51.103,0.737,45.479,0.003,45.479,0.004,12.963,0.533,28.61,-80.6,0.998,151.765,-4.416e-8,0.01,-3.75e-6,615.419,47.7,1.991,0.024,37.302,26.546,3.586,0.045,1.149e6,0,-0.503,0.696,-0.801,0.302,0.274,0.12,6.907,2.812,-2.713e-4,0,0,0,0,0.007,2.053e-4,3,7.069,54.042,0.015,6.256,55.59,979.069,1112.995,0.05,0.215
9.385,953.997,-50.136,-0.496,51.977,0.731,44.899,0.003,44.899,0.004,13.711,0.538,28.61,-80.6,0.998,152.676,-4.176e-8,0.022,-3.071e-6,615.419,47.7,1.991,0.024,37.411,26.546,3.622,0.046,1.169e6,0,-0.53,0.696,-0.816,0.302,0.274,0.12,6.789,3.056,3.855e-4,0,0,0,0,0.034,2.09e-4,3,7.069,53.796,0.015,5.876,55.598,979.147,1113.004,0.044,0.215
9.423,952.046,-50.742,-0.477,52.742,0.728,44.356,0.003,44.356,0.004,14.386,0.55,28.61,-80.6,0.998,153.038,-3.379e-8,0.033,-2.309e-6,615.419,47.7,1.991,0.024,37.428,26.546,3.627,0.046,1.185e6,0,-0.549,0.696,-0.821,0.302,0.274,0.12,6.79,3.085,8.568e-5,0,0,0,0,0.076,2.122e-4,3,7.069,53.415,0.015,5.781,55.605,979.216,1113.011,0.039,0.216
9.461,950.145,-51.3,-0.453,53.464,0.725,43.808,0.003,43.808,0.004,15.054,0.566,28.61,-80.6,0.998,153.054,-3.797e-8,0.044,-3.889e-6,615.419,47.7,1.991,0.024,37.382,26.546,3.612,0.047,1.2e6,0,-0.563,0.696,-0.821,0.302,0.274,0.12,6.872,2.969,-4.031e-4,0,0,0,0,0.132,2.152e-4,3,7.069,52.896,0.015,5.862,55.612,979.284,1113.019,0.037,0.216
9.498,948.198,-51.832,-0.423,54.174,0.724,43.226,0.003,43.226,0.003,15.755,0.588,28.61,-80.6,0.998,152.783,-2.577e-8,0.055,-2.055e-6,615.419,47.7,1.991,0.024,37.282,26.546,3.579,0.047,1.214e6,0,-0.574,0.696,-0.817,0.302,0.274,0.12,7.028,2.728,-4.248e-4,0,0,0,0,0.2,2.183e-4,3,7.069,52.221,0.015,6.09,55.619,979.354,1113.027,0.038,0.217
9.539,946.106,-52.357,-0.389,54.903,0.72,42.578,0.002,42.578,0.003,16.526,0.606,28.61,-80.6,0.998,152.644,-3.902e-8,0.066,-3.752e-6,615.419,47.7,1.991,0.024,37.203,26.546,3.553,0.048,1.23e6,0,-0.587,0.696,-0.815,0.302,0.274,0.12,7.16,2.519,2.01e-4,0,0,0,0,0.279,2.214e-4,3,7.069,51.346,0.015,6.067,55.626,979.429,1113.035,0.04,0.217
9.581,943.875,-52.86,-0.347,55.64,0.718,41.86,0.002,41.86,0.003,17.367,0.629,28.61,-80.6,0.998,152.255,-1.233e-8,0.076,-2.123e-6,615.419,47.7,1.991,0.024,37.074,26.546,3.509,0.049,1.245e6,0,-0.597,0.696,-0.809,0.301,0.274,0.12,7.365,2.197,4.002e-4,0,0,0,0,0.367,2.246e-4,3,7.069,50.259,0.015,6.136,55.634,979.508,1113.044,0.042,0.218
9.628,941.355,-53.35,-0.294,56.417,0.717,41.012,0.002,41.012,0.003,18.347,0.654,28.61,-80.6,0.998,151.684,5.471e-9,0.087,-2.591e-6,615.419,47.7,1.991,0.024,36.903,26.546,3.452,0.049,1.26e6,0,-0.605,0.696,-0.8,0.301,0.274,0.12,7.636,1.783,-2.356e-4,0,0,0,0,0.46,2.28e-4,3,7.069,48.863,0.015,6.208,55.643,979.599,1113.053,0.047,0.218
9.678,938.676,-53.773,-0.231,57.172,0.718,40.068,0.002,40.068,0.003,19.421,0.68,28.61,-80.6,0.998,150.971,-3.481e-8,0.095,-2.874e-6,615.419,47.7,1.991,0.024,36.701,26.546,3.385,0.05,1.275e6,0,-0.61,0.696,-0.788,0.301,0.274,0.12,7.957,1.315,-4.68e-4,0,0,0,0,0.543,2.314e-4,3,7.069,47.223,0.015,6.267,55.653,979.694,1113.064,0.05,0.219
9.728,935.979,-54.094,-0.174,57.859,0.713,39.07,0.002,39.07,0.003,20.53,0.692,28.61,-80.6,0.998,150.461,-2.138e-8,0.101,-7.45e-7,615.419,47.7,1.991,0.024,36.57,26.546,3.341,0.05,1.29e6,0,-0.617,0.696,-0.779,0.301,0.274,0.12,8.167,0.996,2.453e-4,0,0,0,0,0.601,2.345e-4,3,7.069,45.451,0.015,6.031,55.662,979.791,1113.075,0.05,0.219
9.778,933.268,-54.328,-0.114,58.482,0.709,38.015,0.002,38.015,0.002,21.647,0.7,28.61,-80.6,0.998,149.79,-1.772e-8,0.106,2.744e-7,615.419,47.7,1.991,0.024,36.429,26.546,3.295,0.051,1.304e6,0,-0.62,0.696,-0.767,0.301,0.274,0.12,8.383,0.651,-5.433e-5,0,0,0,0,0.65,2.374e-4,3,7.069,43.577,0.015,5.85,55.672,979.888,1113.085,0.05,0.22
9.828,930.548,-54.46,-0.051,59.031,0.706,36.905,0.001,36.905,0.002,22.778,0.704,28.61,-80.6,0.998,149.055,-1.69e-8,0.109,1.786e-6,615.419,47.7,1.991,0.024,36.276,26.546,3.244,0.051,1.315e6,0,-0.62,0.696,-0.754,0.301,0.274,0.12,8.622,0.307,2.021e-5,0,0,0,0,0.67,2.4e-4,3,7.069,41.634,0.015,5.695,55.682,979.985,1113.096,0.05,0.22
9.878,927.824,-54.49,0.017,59.507,0.71,35.737,0.001,35.737,0.002,23.913,0.709,28.61,-80.6,0.998,148.1,-3.603e-8,0.11,8.882e-7,615.419,47.7,1.991,0.024,36.078,26.546,3.177,0.052,1.324e6,0,-0.613,0.696,-0.736,0.301,0.274,0.12,8.937,-0.12,6.354e-5,0,0,0,0,0.673,2.424e-4,3,7.069,39.66,0.015,5.745,55.691,980.082,1113.107,0.05,0.221
9.928,925.101,-54.408,0.083,59.9,0.714,34.513,7.501e-4,34.513,0.001,25.057,0.71,28.61,-80.6,0.998,147.149,-5.307e-8,0.108,1.372e-7,615.419,47.7,1.991,0.024,35.882,26.546,3.112,0.052,1.33e6,0,-0.603,0.696,-0.717,0.301,0.274,0.12,9.255,-0.511,3.679e-4,0,0,0,0,0.64,2.445e-4,3,7.069,37.698,0.015,5.848,55.701,980.18,1113.118,0.05,0.221
9.978,922.385,-54.225,0.143,60.219,0.715,33.232,4.529e-4,33.232,7.808e-4,26.192,0.701,28.61,-80.6,0.998,146.416,-8.632e-8,0.104,-8.742e-8,615.419,47.7,1.991,0.024,35.731,26.546,3.062,0.052,1.335e6,0,-0.596,0.696,-0.702,0.301,0.274,0.12,9.503,-0.787,-9.56e-5,0,0,0,0,0.589,2.463e-4,3,7.069,35.791,0.015,5.786,55.711,980.277,1113.128,0.05,0.222
10.028,919.68,-53.953,0.192,60.47,0.71,31.894,1.386e-4,31.894,2.49e-4,27.308,0.684,28.61,-80.6,0.998,145.934,-3.361e-8,0.098,1.964e-6,615.419,47.7,1.991,0.024,35.633,26.546,3.029,0.052,1.341e6,0,-0.592,0.696,-0.693,0.301,0.274,0.12,9.667,-0.937,-9.016e-5,0,0,0,0,0.524,2.478e-4,3,7.069,33.971,0.015,5.553,55.72,980.373,1113.139,0.05,0.222
10.078,916.99,-53.608,0.236,60.662,0.705,30.502,-1.924e-4,30.502,-3.615e-4,28.391,0.664,28.61,-80.6,0.998,145.518,-2.215e-8,0.092,2.396e-6,615.419,47.7,1.991,0.024,35.549,26.546,3.001,0.052,1.345e6,0,-0.589,0.696,-0.684,0.301,0.274,0.12,9.81,-1.058,4.406e-4,0,0,0,0,0.459,2.491e-4,3,7.069,32.255,0.015,5.344,55.73,980.469,1113.149,0.05,0.222
10.128,914.32,-53.196,0.276,60.8,0.7,29.056,-5.398e-4,29.056,-0.001,29.442,0.643,28.61,-80.6,0.998,145.07,-6.902e-8,0.085,1.729e-6,615.419,47.7,1.991,0.024,35.458,26.546,2.971,0.052,1.347e6,0,-0.582,0.696,-0.675,0.301,0.274,0.12,9.964,-1.19,-4.913e-4,0,0,0,0,0.391,2.502e-4,3,7.069,30.656,0.015,5.297,55.739,980.565,1113.16,0.05,0.223
10.178,911.672,-52.725,0.308,60.89,0.693,27.558,-9.03e-4,27.558,-0.002,30.458,0.621,28.61,-80.6,0.998,144.664,1.328e-8,0.078,3.748e-6,615.419,47.7,1.991,0.024,35.376,26.546,2.944,0.052,1.346e6,0,-0.574,0.696,-0.666,0.301,0.274,0.12,10.104,-1.304,-3.381e-4,0,0,0,0,0.323,2.512e-4,3,7.069,29.191,0.015,5.34,55.749,980.66,1113.17,0.05,0.223
# Event EJECTION_CHARGE occurred at t=10.192 seconds
