Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (m),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers,Mach number,Reynolds number ,Thrust (N),Drag force (N),Drag coefficient,Axial drag coefficient,Friction drag coefficient,Pressure drag coefficient,Base drag coefficient,Normal force coefficient,Pitch moment coefficient,Yaw moment coefficient,Side force coefficient,Roll moment coefficient,Roll forcing coefficient,Roll damping coefficient,Pitch damping coefficient,Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
37,1179.363,-31.858,-0.02,67.452,0.022,-1460.979,0.518,1460.979,179.98,59.455,0.009,28.61,-80.605,0.998,156.451,-4.192e-7,-0.002,7.874e-6,612.886,130,2.105,0.021,37.825,28.454,3.124,0.054,1.38e6,0,-0.792,0.696,-0.866,0.301,0.274,0.12,6.37,0.121,-4.483e-4,0,0,0,0,-2.868e-4,2.979e-4,3,7.069,8.256,-0.102,8.086,55.762,971.168,1113.184,0.05,0.228
37.05,1177.77,-31.889,-0.019,67.479,0.021,-1463.952,0.522,1463.952,179.98,59.468,0.009,28.61,-80.605,0.998,156.537,-4.192e-7,-0.001,9.049e-6,612.886,130,2.105,0.021,37.842,28.454,3.129,0.054,1.383e6,0,-0.797,0.696,-0.867,0.301,0.274,0.12,6.346,0.171,-1.686e-4,0,0,0,0,-1.065e-4,2.98e-4,3,7.069,8.291,-0.102,7.944,55.767,971.224,1113.191,0.05,0.229
37.1,1176.174,-31.918,-0.017,67.505,0.019,-1466.926,0.526,1466.926,179.979,59.482,0.008,28.61,-80.605,0.998,156.621,-4.185e-7,-2.14e-4,7.413e-6,612.886,130,2.105,0.021,37.86,28.454,3.135,0.055,1.387e6,0,-0.802,0.696,-0.868,0.301,0.274,0.12,6.322,0.222,-4.698e-4,0,0,0,0,-2.276e-6,2.981e-4,3,7.069,8.307,-0.103,7.773,55.773,971.281,1113.197,0.05,0.229
37.15,1174.578,-31.945,-0.017,67.53,0.019,-1469.9,0.531,1469.9,179.979,59.496,0.009,28.61,-80.605,0.998,156.483,-4.183e-7,9.221e-4,9.344e-6,612.886,130,2.105,0.021,37.831,28.454,3.126,0.054,1.383e6,0,-0.797,0.696,-0.867,0.301,0.274,0.12,6.361,0.139,1.636e-4,0,0,0,0,4.25e-5,2.982e-4,3,7.069,8.3,-0.103,8.009,55.779,971.338,1113.203,0.05,0.229
37.2,1172.98,-31.97,-0.014,67.554,0.017,-1472.876,0.535,1472.876,179.979,59.51,0.009,28.61,-80.605,0.998,156.461,-4.185e-7,0.002,6.676e-6,612.886,130,2.105,0.021,37.827,28.454,3.124,0.054,1.385e6,0,-0.798,0.696,-0.866,0.301,0.274,0.12,6.367,0.126,4.719e-4,0,0,0,0,1.557e-4,2.983e-4,3,7.069,8.275,-0.103,7.976,55.784,971.395,1113.21,0.05,0.23
37.25,1171.381,-31.987,-0.008,67.574,0.011,-1475.851,0.539,1475.851,179.979,59.523,0.007,28.61,-80.605,0.998,156.643,-4.191e-7,0.003,8.711e-6,612.886,130,2.105,0.021,37.864,28.454,3.137,0.055,1.394e6,0,-0.811,0.696,-0.868,0.301,0.274,0.12,6.316,0.234,-7.757e-5,0,0,0,0,4.202e-4,2.984e-4,3,7.069,8.234,-0.103,7.508,55.79,971.452,1113.216,0.05,0.23
37.3,1169.781,-31.999,-0.007,67.589,0.01,-1478.828,0.544,1478.828,179.979,59.535,0.007,28.61,-80.605,0.998,156.431,-4.183e-7,0.004,7.945e-6,612.886,130,2.105,0.021,37.82,28.454,3.122,0.055,1.389e6,0,-0.802,0.696,-0.866,0.301,0.274,0.12,6.375,0.108,1.158e-4,0,0,0,0,7.94e-4,2.985e-4,3,7.069,8.17,-0.103,7.804,55.796,971.509,1113.222,0.05,0.23
37.35,1168.181,-32.007,-0.003,67.603,0.007,-1481.805,0.548,1481.805,179.979,59.546,0.007,28.61,-80.605,0.998,156.35,-4.201e-7,0.005,5.747e-6,612.886,130,2.105,0.021,37.804,28.454,3.117,0.055,1.389e6,0,-0.802,0.696,-0.865,0.301,0.274,0.12,6.398,0.059,1.609e-4,0,0,0,0,0.001,2.985e-4,3,7.069,8.093,-0.103,7.809,55.802,971.567,1113.229,0.05,0.231
37.4,1166.581,-32.009,2.784e-4,67.613,0.006,-1484.782,0.553,1484.782,179.979,59.556,0.006,28.61,-80.605,0.998,156.224,-4.155e-7,0.005,9.048e-6,612.886,130,2.105,0.021,37.777,28.454,3.108,0.055,1.388e6,0,-0.799,0.696,-0.864,0.301,0.274,0.12,6.433,-0.017,3.352e-4,0,0,0,0,0.001,2.986e-4,3,7.069,8.009,-0.103,7.903,55.807,971.624,1113.235,0.05,0.231
37.45,1164.98,-32.007,0.002,67.621,0.007,-1487.76,0.557,1487.761,179.979,59.566,0.006,28.61,-80.605,0.998,156.031,-4.161e-7,0.004,8.121e-6,612.886,130,2.105,0.021,37.737,28.454,3.095,0.054,1.383e6,0,-0.791,0.696,-0.862,0.301,0.274,0.12,6.487,-0.132,-4.016e-4,0,0,0,0,8.84e-4,2.986e-4,3,7.069,7.928,-0.104,8.142,55.813,971.681,1113.242,0.05,0.231
37.5,1163.38,-32.001,0.006,67.626,0.008,-1490.739,0.561,1490.739,179.978,59.575,0.005,28.61,-80.605,0.998,156.024,-4.182e-7,0.003,4.205e-6,612.886,130,2.105,0.021,37.736,28.454,3.094,0.054,1.385e6,0,-0.794,0.696,-0.861,0.301,0.274,0.12,6.489,-0.136,-2.27e-4,0,0,0,0,5.637e-4,2.987e-4,3,7.069,7.86,-0.104,8.037,55.819,971.738,1113.248,0.05,0.231
37.55,1161.78,-31.991,0.006,67.629,0.008,-1493.718,0.566,1493.718,179.978,59.584,0.005,28.61,-80.605,0.998,155.905,-4.185e-7,0.002,3.985e-6,612.886,130,2.105,0.021,37.711,28.454,3.086,0.054,1.382e6,0,-0.789,0.696,-0.86,0.301,0.274,0.12,6.523,-0.207,4.615e-4,0,0,0,0,2.59e-4,2.987e-4,3,7.069,7.809,-0.104,8.197,55.825,971.795,1113.254,0.05,0.232
37.6,1160.181,-31.981,0.006,67.631,0.008,-1496.697,0.57,1496.697,179.978,59.592,0.005,28.61,-80.605,0.998,155.795,-4.182e-7,7.698e-4,3.181e-6,612.886,130,2.105,0.021,37.688,28.454,3.078,0.054,1.379e6,0,-0.784,0.696,-0.859,0.301,0.274,0.12,6.554,-0.272,1.306e-5,0,0,0,0,2.983e-5,2.987e-4,3,7.069,7.781,-0.104,8.384,55.83,971.852,1113.261,0.05,0.232
37.65,1158.582,-31.972,0.005,67.635,0.008,-1499.677,0.575,1499.677,179.978,59.601,0.005,28.61,-80.605,0.998,155.812,-4.181e-7,-9.074e-4,5.284e-6,612.886,130,2.105,0.021,37.692,28.454,3.079,0.054,1.379e6,0,-0.784,0.696,-0.859,0.301,0.274,0.12,6.549,-0.262,1.099e-4,0,0,0,0,-4.143e-5,2.987e-4,3,7.069,7.782,-0.104,8.376,55.836,971.909,1113.267,0.05,0.232
37.7,1156.984,-31.966,0.002,67.64,0.007,-1502.657,0.579,1502.658,179.978,59.61,0.007,28.61,-80.605,0.998,155.693,-4.191e-7,-0.003,5.117e-6,612.886,130,2.105,0.021,37.667,28.454,3.071,0.054,1.373e6,0,-0.776,0.696,-0.858,0.301,0.274,0.12,6.583,-0.334,-2.141e-4,0,0,0,0,-3.895e-4,2.987e-4,3,7.069,7.815,-0.104,8.696,55.842,971.966,1113.273,0.05,0.232
37.75,1155.385,-31.962,0.004,67.646,0.006,-1505.638,0.584,1505.638,179.978,59.619,0.005,28.61,-80.605,0.998,156.117,-4.192e-7,-0.004,6.056e-6,612.886,130,2.105,0.021,37.755,28.454,3.1,0.055,1.387e6,0,-0.797,0.696,-0.863,0.301,0.274,0.12,6.463,-0.078,-5.241e-5,0,0,0,0,-8.155e-4,2.988e-4,3,7.069,7.879,-0.104,7.989,55.848,972.023,1113.28,0.05,0.233
37.8,1153.787,-31.958,0.001,67.651,0.005,-1508.619,0.588,1508.619,179.978,59.627,0.005,28.61,-80.605,0.998,156.265,-4.141e-7,-0.004,2.258e-6,612.886,130,2.105,0.021,37.786,28.454,3.111,0.055,1.39e6,0,-0.801,0.696,-0.864,0.301,0.274,0.12,6.422,0.01,-2.896e-4,0,0,0,0,-9.022e-4,2.988e-4,3,7.069,7.955,-0.104,7.86,55.853,972.08,1113.286,0.05,0.233
37.85,1152.19,-31.958,-9.11e-4,67.658,0.005,-1511.601,0.593,1511.601,179.978,59.635,0.005,28.61,-80.605,0.998,156.412,-4.181e-7,-0.004,4.586e-6,612.886,130,2.105,0.021,37.816,28.454,3.121,0.055,1.393e6,0,-0.806,0.696,-0.866,0.301,0.274,0.12,6.38,0.098,1.194e-4,0,0,0,0,-7.585e-4,2.988e-4,3,7.069,8.029,-0.104,7.721,55.859,972.137,1113.292,0.05,0.233
37.9,1150.592,-31.963,-0.005,67.669,0.009,-1514.583,0.597,1514.583,179.977,59.645,0.007,28.61,-80.605,0.998,156.346,-4.149e-7,-0.003,1.992e-6,612.886,130,2.105,0.021,37.803,28.454,3.116,0.055,1.388e6,0,-0.8,0.696,-0.865,0.301,0.274,0.12,6.399,0.058,6.953e-5,0,0,0,0,-5.834e-4,2.989e-4,3,7.069,8.095,-0.104,7.992,55.865,972.194,1113.299,0.05,0.233
37.95,1148.993,-31.97,-0.003,67.681,0.006,-1517.565,0.602,1517.565,179.977,59.654,0.005,28.61,-80.605,0.998,156.679,-4.184e-7,-0.002,5.392e-6,612.886,130,2.105,0.021,37.872,28.454,3.139,0.055,1.399e6,0,-0.816,0.696,-0.869,0.301,0.274,0.12,6.306,0.257,4.919e-4,0,0,0,0,-2.833e-4,2.989e-4,3,7.069,8.149,-0.104,7.419,55.871,972.251,1113.305,0.05,0.233
38,1147.395,-31.976,-0.004,67.691,0.007,-1520.548,0.606,1520.548,179.977,59.663,0.006,28.61,-80.605,0.998,156.686,-4.176e-7,-7.438e-4,5.18e-6,612.886,130,2.105,0.021,37.873,28.454,3.14,0.055,1.398e6,0,-0.816,0.696,-0.869,0.301,0.274,0.12,6.304,0.26,1.227e-4,0,0,0,0,-2.709e-5,2.99e-4,3,7.069,8.178,-0.104,7.466,55.876,972.308,1113.311,0.05,0.234
38.05,1145.796,-31.983,-0.004,67.702,0.007,-1523.532,0.61,1523.532,179.977,59.672,0.005,28.61,-80.605,0.998,156.695,-4.175e-7,9.55e-4,4.989e-6,612.886,130,2.105,0.021,37.875,28.454,3.14,0.055,1.399e6,0,-0.817,0.696,-0.869,0.301,0.274,0.12,6.302,0.266,4.209e-4,0,0,0,0,4.462e-5,2.99e-4,3,7.069,8.176,-0.105,7.44,55.882,972.365,1113.318,0.05,0.234
38.1,1144.196,-31.986,-6.343e-4,67.711,0.005,-1526.515,0.615,1526.516,179.977,59.68,0.005,28.61,-80.605,0.998,156.748,-4.192e-7,0.003,2.617e-6,612.886,130,2.105,0.021,37.886,28.454,3.144,0.055,1.403e6,0,-0.821,0.696,-0.87,0.301,0.274,0.12,6.287,0.297,4.519e-4,0,0,0,0,3.765e-4,2.991e-4,3,7.069,8.142,-0.105,7.266,55.888,972.422,1113.324,0.05,0.235
38.15,1142.597,-31.986,0.001,67.717,0.005,-1529.5,0.619,1529.5,179.977,59.687,0.004,28.61,-80.605,0.998,156.617,-4.176e-7,0.004,4.753e-6,612.886,130,2.105,0.021,37.859,28.454,3.135,0.055,1.4e6,0,-0.817,0.696,-0.868,0.301,0.274,0.12,6.323,0.219,-1.977e-4,0,0,0,0,9.65e-4,2.991e-4,3,7.069,8.076,-0.105,7.409,55.894,972.479,1113.33,0.05,0.235
38.2,1140.998,-31.979,0.007,67.719,0.007,-1532.484,0.624,1532.484,179.977,59.693,0.002,28.61,-80.605,0.998,156.669,-4.194e-7,0.006,5.834e-6,612.886,130,2.105,0.021,37.87,28.454,3.139,0.055,1.406e6,0,-0.824,0.696,-0.869,0.301,0.274,0.12,6.309,0.248,-1.564e-4,0,0,0,0,0.002,2.991e-4,3,7.069,7.983,-0.105,7.125,55.899,972.537,1113.337,0.05,0.235
38.25,1139.399,-31.964,0.012,67.715,0.012,-1535.469,0.629,1535.469,179.977,59.696,0.001,28.61,-80.605,0.998,156.561,-4.128e-7,0.007,7.282e-6,612.886,130,2.105,0.021,37.847,28.454,3.131,0.055,1.406e6,0,-0.823,0.696,-0.868,0.301,0.274,0.12,6.339,0.183,-9.021e-5,0,0,0,0,0.003,2.991e-4,3,7.069,7.862,-0.105,7.126,55.905,972.594,1113.343,0.05,0.236
38.3,1137.802,-31.94,0.018,67.703,0.018,-1538.454,0.633,1538.454,179.976,59.695,0.001,28.61,-80.605,0.998,156.552,-4.198e-7,0.009,4.091e-6,612.886,130,2.105,0.021,37.845,28.454,3.131,0.055,1.41e6,0,-0.828,0.696,-0.867,0.301,0.274,0.12,6.342,0.177,2.063e-4,0,0,0,0,0.004,2.99e-4,3,7.069,7.719,-0.105,6.887,55.911,972.651,1113.349,0.05,0.236
38.35,1136.205,-31.908,0.022,67.685,0.022,-1541.438,0.638,1541.438,179.976,59.692,0.002,28.61,-80.605,0.998,156.294,-4.148e-7,0.009,7.916e-6,612.886,130,2.105,0.021,37.792,28.454,3.113,0.055,1.405e6,0,-0.819,0.696,-0.865,0.301,0.274,0.12,6.414,0.023,-4.835e-4,0,0,0,0,0.004,2.99e-4,3,7.069,7.557,-0.105,7.141,55.917,972.708,1113.356,0.05,0.236
38.4,1134.611,-31.874,0.02,67.668,0.02,-1544.423,0.642,1544.423,179.976,59.69,4.403e-4,28.61,-80.605,0.998,155.685,-4.171e-7,0.008,5.266e-6,612.886,130,2.105,0.021,37.665,28.454,3.071,0.054,1.386e6,0,-0.79,0.696,-0.857,0.301,0.274,0.12,6.586,-0.342,2.185e-5,0,0,0,0,0.003,2.989e-4,3,7.069,7.397,-0.105,8.114,55.922,972.764,1113.362,0.05,0.236
38.45,1133.018,-31.836,0.027,67.646,0.027,-1547.407,0.647,1547.407,179.976,59.687,0.004,28.61,-80.605,0.998,155.822,-4.163e-7,0.006,5.752e-6,612.886,130,2.105,0.021,37.694,28.454,3.08,0.055,1.395e6,0,-0.802,0.696,-0.859,0.301,0.274,0.12,6.546,-0.257,-1.976e-4,0,0,0,0,0.002,2.988e-4,3,7.069,7.268,-0.106,7.623,55.928,972.821,1113.368,0.05,0.236
38.5,1131.427,-31.791,0.028,67.619,0.029,-1550.391,0.651,1550.392,179.976,59.68,0.005,28.61,-80.605,0.998,155.72,-4.143e-7,0.004,6.827e-6,612.886,130,2.105,0.021,37.673,28.454,3.073,0.055,1.393e6,0,-0.798,0.696,-0.858,0.301,0.274,0.12,6.576,-0.319,-1.664e-4,0,0,0,0,9.639e-4,2.987e-4,3,7.069,7.172,-0.106,7.704,55.934,972.878,1113.375,0.05,0.237
38.55,1129.839,-31.743,0.031,67.588,0.032,-1553.375,0.656,1553.375,179.976,59.67,0.007,28.61,-80.605,0.998,155.851,-4.174e-7,0.003,3.875e-6,612.886,130,2.105,0.021,37.7,28.454,3.082,0.055,1.398e6,0,-0.806,0.696,-0.859,0.301,0.274,0.12,6.538,-0.238,-4.532e-4,0,0,0,0,3.4e-4,2.986e-4,3,7.069,7.109,-0.106,7.373,55.94,972.935,1113.381,0.05,0.237
38.6,1128.253,-31.694,0.03,67.555,0.031,-1556.358,0.66,1556.359,179.976,59.658,0.008,28.61,-80.605,0.998,155.879,-4.181e-7,0.001,3.423e-6,612.886,130,2.105,0.021,37.706,28.454,3.084,0.055,1.399e6,0,-0.807,0.696,-0.86,0.301,0.274,0.12,6.53,-0.222,2.684e-4,0,0,0,0,6.423e-5,2.985e-4,3,7.069,7.076,-0.106,7.317,55.945,972.991,1113.387,0.05,0.237
38.65,1126.67,-31.645,0.031,67.519,0.032,-1559.341,0.665,1559.341,179.976,59.645,0.009,28.61,-80.605,0.998,156.062,-4.176e-7,6.614e-5,4.21e-6,612.886,130,2.105,0.021,37.744,28.454,3.097,0.055,1.404e6,0,-0.816,0.696,-0.862,0.301,0.274,0.12,6.479,-0.112,1.057e-4,0,0,0,0,2.127e-7,2.983e-4,3,7.069,7.066,-0.106,6.984,55.951,973.048,1113.394,0.05,0.237
38.7,1125.088,-31.599,0.027,67.485,0.028,-1562.323,0.67,1562.323,179.975,59.63,0.009,28.61,-80.605,0.998,156.029,-4.178e-7,-7.255e-4,7.169e-6,612.886,130,2.105,0.021,37.737,28.454,3.094,0.055,1.401e6,0,-0.811,0.696,-0.862,0.301,0.274,0.12,6.488,-0.132,9.442e-5,0,0,0,0,-2.572e-5,2.982e-4,3,7.069,7.072,-0.106,7.13,55.957,973.104,1113.4,0.05,0.238
38.75,1123.51,-31.559,0.022,67.454,0.024,-1565.304,0.674,1565.304,179.975,59.616,0.008,28.61,-80.605,0.998,155.983,-4.169e-7,-0.002,2.88e-6,612.886,130,2.105,0.021,37.727,28.454,3.091,0.055,1.396e6,0,-0.805,0.696,-0.861,0.301,0.274,0.12,6.501,-0.159,-3.251e-4,0,0,0,0,-1.369e-4,2.981e-4,3,7.069,7.093,-0.106,7.322,55.962,973.161,1113.406,0.05,0.238
38.8,1121.932,-31.525,0.02,67.426,0.022,-1568.284,0.679,1568.285,179.975,59.602,0.009,28.61,-80.605,0.998,156.142,-4.161e-7,-0.002,2.814e-6,612.886,130,2.105,0.021,37.76,28.454,3.102,0.055,1.4e6,0,-0.811,0.696,-0.863,0.301,0.274,0.12,6.456,-0.064,-1.861e-4,0,0,0,0,-2.765e-4,2.98e-4,3,7.069,7.131,-0.106,7.111,55.968,973.217,1113.412,0.05,0.238
38.85,1120.357,-31.493,0.019,67.398,0.021,-1571.264,0.683,1571.264,179.975,59.588,0.009,28.61,-80.605,0.998,156.327,-4.171e-7,-0.002,1.295e-6,612.886,130,2.105,0.021,37.799,28.454,3.115,0.055,1.404e6,0,-0.818,0.696,-0.865,0.301,0.274,0.12,6.404,0.046,3.374e-4,0,0,0,0,-2.873e-4,2.978e-4,3,7.069,7.175,-0.106,6.856,55.974,973.273,1113.419,0.05,0.238
38.9,1118.783,-31.46,0.023,67.368,0.026,-1574.243,0.688,1574.243,179.975,59.57,0.012,28.61,-80.605,0.998,156.809,-4.168e-7,-0.001,1.995e-6,612.886,130,2.105,0.021,37.899,28.454,3.148,0.056,1.421e6,0,-0.843,0.696,-0.87,0.301,0.274,0.12,6.27,0.333,2.913e-4,0,0,0,0,-6.462e-5,2.977e-4,3,7.069,7.21,-0.106,5.944,55.979,973.329,1113.425,0.05,0.239
38.95,1117.211,-31.43,0.015,67.338,0.018,-1577.221,0.693,1577.221,179.975,59.552,0.01,28.61,-80.605,0.998,156.516,-4.178e-7,4.443e-4,3.872e-6,612.886,130,2.105,0.021,37.838,28.454,3.128,0.055,1.407e6,0,-0.824,0.696,-0.867,0.301,0.274,0.12,6.352,0.159,3.967e-4,0,0,0,0,9.56e-6,2.976e-4,3,7.069,7.215,-0.106,6.62,55.985,973.385,1113.431,0.05,0.239
39,1115.64,-31.406,0.015,67.311,0.019,-1580.198,0.697,1580.199,179.975,59.536,0.011,28.61,-80.605,0.998,156.546,-4.178e-7,0.002,1.437e-6,612.886,130,2.105,0.021,37.844,28.454,3.13,0.055,1.408e6,0,-0.825,0.696,-0.867,0.301,0.274,0.12,6.343,0.177,-8.403e-5,0,0,0,0,1.168e-4,2.975e-4,3,7.069,7.197,-0.106,6.539,55.991,973.441,1113.437,0.05,0.239
39.05,1114.07,-31.378,0.019,67.282,0.023,-1583.175,0.702,1583.175,179.975,59.517,0.013,28.61,-80.605,0.998,156.711,-4.165e-7,0.003,5.283e-6,612.886,130,2.105,0.021,37.878,28.454,3.142,0.056,1.416e6,0,-0.836,0.696,-0.869,0.301,0.274,0.12,6.297,0.275,4.952e-4,0,0,0,0,4.438e-4,2.974e-4,3,7.069,7.156,-0.106,6.128,55.996,973.497,1113.444,0.05,0.24
39.1,1112.502,-31.348,0.019,67.25,0.023,-1586.15,0.706,1586.15,179.974,59.497,0.013,28.61,-80.605,0.998,156.585,-4.156e-7,0.005,5.934e-6,612.886,130,2.105,0.021,37.852,28.454,3.133,0.055,1.412e6,0,-0.83,0.696,-0.868,0.301,0.274,0.12,6.332,0.2,-1.991e-4,0,0,0,0,0.001,2.972e-4,3,7.069,7.087,-0.107,6.283,56.002,973.553,1113.45,0.05,0.24
39.15,1110.936,-31.316,0.021,67.216,0.025,-1589.124,0.711,1589.125,179.974,59.475,0.014,28.61,-80.605,0.998,156.502,-4.136e-7,0.006,5.996e-6,612.886,130,2.105,0.021,37.835,28.454,3.127,0.055,1.411e6,0,-0.828,0.696,-0.867,0.301,0.274,0.12,6.355,0.149,1.687e-5,0,0,0,0,0.002,2.971e-4,3,7.069,6.993,-0.107,6.294,56.007,973.609,1113.456,0.05,0.24
39.2,1109.371,-31.279,0.024,67.178,0.029,-1592.098,0.716,1592.098,179.974,59.452,0.015,28.61,-80.605,0.998,156.436,-4.143e-7,0.007,7.014e-6,612.886,130,2.105,0.021,37.822,28.454,3.123,0.055,1.412e6,0,-0.828,0.696,-0.866,0.301,0.274,0.12,6.374,0.11,-4.84e-4,0,0,0,0,0.002,2.969e-4,3,7.069,6.881,-0.107,6.235,56.013,973.665,1113.462,0.05,0.241
39.25,1107.808,-31.235,0.03,67.134,0.035,-1595.07,0.72,1595.07,179.974,59.425,0.018,28.61,-80.605,0.998,156.455,-4.213e-7,0.007,5.002e-6,612.886,130,2.105,0.021,37.825,28.454,3.124,0.056,1.416e6,0,-0.833,0.696,-0.866,0.301,0.274,0.12,6.369,0.121,2.766e-4,0,0,0,0,0.003,2.967e-4,3,7.069,6.756,-0.107,5.974,56.019,973.721,1113.468,0.05,0.241
39.3,1106.247,-31.187,0.03,67.086,0.035,-1598.04,0.725,1598.04,179.974,59.396,0.018,28.61,-80.605,0.998,156.179,-4.111e-7,0.008,8.767e-6,612.886,130,2.105,0.021,37.768,28.454,3.105,0.055,1.408e6,0,-0.82,0.696,-0.863,0.301,0.274,0.12,6.446,-0.045,-1.435e-4,0,0,0,0,0.003,2.965e-4,3,7.069,6.619,-0.107,6.328,56.024,973.777,1113.475,0.05,0.241
39.35,1104.689,-31.135,0.035,67.034,0.041,-1601.009,0.73,1601.009,179.974,59.365,0.021,28.61,-80.605,0.998,156.184,-4.189e-7,0.007,7.207e-6,612.886,130,2.105,0.021,37.769,28.454,3.105,0.055,1.411e6,0,-0.825,0.696,-0.863,0.301,0.274,0.12,6.444,-0.041,-6.569e-6,0,0,0,0,0.003,2.963e-4,3,7.069,6.485,-0.107,6.085,56.03,973.832,1113.481,0.05,0.242
39.4,1103.134,-31.077,0.037,66.977,0.043,-1603.977,0.734,1603.977,179.974,59.33,0.022,28.61,-80.605,0.998,156.055,-4.181e-7,0.007,1.014e-5,612.886,130,2.105,0.021,37.742,28.454,3.096,0.055,1.409e6,0,-0.82,0.696,-0.862,0.301,0.274,0.12,6.481,-0.118,1.47e-4,0,0,0,0,0.002,2.961e-4,3,7.069,6.357,-0.107,6.155,56.035,973.888,1113.487,0.05,0.242
39.45,1101.582,-31.02,0.035,66.918,0.041,-1606.942,0.739,1606.942,179.974,59.295,0.022,28.61,-80.605,0.998,155.779,-4.197e-7,0.005,1.037e-5,612.886,130,2.105,0.021,37.685,28.454,3.077,0.055,1.399e6,0,-0.806,0.696,-0.859,0.301,0.274,0.12,6.559,-0.284,-4.508e-4,0,0,0,0,0.001,2.959e-4,3,7.069,6.245,-0.108,6.567,56.041,973.943,1113.493,0.05,0.242
39.5,1100.032,-30.961,0.038,66.858,0.045,-1609.906,0.744,1609.906,179.974,59.257,0.024,28.61,-80.605,0.998,155.857,-4.175e-7,0.004,1.055e-5,612.886,130,2.105,0.021,37.701,28.454,3.082,0.055,1.403e6,0,-0.812,0.696,-0.86,0.301,0.274,0.12,6.536,-0.236,-4.201e-4,0,0,0,0,7.08e-4,2.956e-4,3,7.069,6.162,-0.108,6.283,56.047,973.998,1113.499,0.05,0.242
39.55,1098.486,-30.899,0.04,66.793,0.048,-1612.868,0.748,1612.868,179.973,59.217,0.027,28.61,-80.605,0.998,156.023,-4.154e-7,0.003,1.367e-5,612.886,130,2.105,0.021,37.736,28.454,3.094,0.055,1.41e6,0,-0.821,0.696,-0.861,0.301,0.274,0.12,6.49,-0.136,-4.671e-4,0,0,0,0,3.268e-4,2.953e-4,3,7.069,6.106,-0.108,5.875,56.052,974.053,1113.505,0.05,0.243
39.6,1096.942,-30.837,0.037,66.727,0.046,-1615.828,0.753,1615.828,179.973,59.174,0.027,28.61,-80.605,0.998,155.965,-4.183e-7,0.002,1.094e-5,612.886,130,2.105,0.021,37.724,28.454,3.09,0.055,1.406e6,0,-0.816,0.696,-0.861,0.301,0.274,0.12,6.506,-0.17,9.007e-5,0,0,0,0,1.236e-4,2.951e-4,3,7.069,6.068,-0.108,5.985,56.058,974.109,1113.512,0.05,0.243
39.65,1095.402,-30.781,0.032,66.664,0.041,-1618.785,0.758,1618.785,179.973,59.132,0.026,28.61,-80.605,0.998,155.828,-4.176e-7,2.207e-4,9.846e-6,612.886,130,2.105,0.021,37.695,28.454,3.08,0.055,1.399e6,0,-0.806,0.696,-0.859,0.301,0.274,0.12,6.545,-0.253,6.951e-5,0,0,0,0,2.389e-6,2.948e-4,3,7.069,6.051,-0.108,6.295,56.063,974.164,1113.518,0.05,0.243
39.7,1093.864,-30.73,0.031,66.602,0.041,-1621.741,0.763,1621.741,179.973,59.089,0.027,28.61,-80.605,0.998,155.989,-4.18e-7,-0.001,1.359e-5,612.886,130,2.105,0.021,37.729,28.454,3.092,0.055,1.403e6,0,-0.813,0.696,-0.861,0.301,0.274,0.12,6.499,-0.156,2.636e-4,0,0,0,0,-5.804e-5,2.945e-4,3,7.069,6.06,-0.109,6.013,56.069,974.218,1113.524,0.05,0.243
39.75,1092.329,-30.684,0.026,66.543,0.037,-1624.694,0.767,1624.694,179.973,59.046,0.026,28.61,-80.605,0.998,156.003,-4.181e-7,-0.002,1.41e-5,612.886,130,2.105,0.021,37.732,28.454,3.093,0.055,1.4e6,0,-0.81,0.696,-0.861,0.301,0.274,0.12,6.495,-0.147,4.346e-4,0,0,0,0,-2.115e-4,2.943e-4,3,7.069,6.088,-0.109,6.082,56.074,974.273,1113.53,0.05,0.244
39.8,1090.795,-30.643,0.025,66.486,0.037,-1627.645,0.772,1627.646,179.973,59.003,0.027,28.61,-80.605,0.998,156.232,-4.172e-7,-0.003,1.277e-5,612.886,130,2.105,0.021,37.779,28.454,3.108,0.055,1.406e6,0,-0.819,0.696,-0.864,0.301,0.274,0.12,6.431,-0.01,-2.175e-4,0,0,0,0,-3.235e-4,2.94e-4,3,7.069,6.132,-0.109,5.71,56.08,974.328,1113.536,0.05,0.244
